fscl_yr_nb,fscl_mo_nb,fscl_mo_nm,SkuNbr,ShipToCode,Issued Quantity
2015,8,MAY,6771000,CD3P,16
2015,8,MAY,6771529,CD3P,1
2015,8,MAY,6771536,CD3P,1
2015,8,MAY,6771538,CD3P,4
2015,8,MAY,6775448,CD3P,1
2015,8,MAY,6775914,CD3D,5
2015,8,MAY,6778530,CD3D,1
2015,8,MAY,6779305,CD3D,10
2015,8,MAY,6779804,CD3D,8
2015,2,NOVEMBER,6771985,CD3D,2
2015,2,NOVEMBER,6772149,CD3D,8
2015,2,NOVEMBER,6772161,CD3D,2
2015,2,NOVEMBER,6779343,CD3D,10
2015,2,NOVEMBER,9150826,3D,240
2015,9,JUNE,6167044,3D,48
2015,9,JUNE,6771000,CD3P,3
2015,9,JUNE,6772107,CD3D,33
2015,9,JUNE,6772194,CD3D,19
2015,9,JUNE,6775033,CD3D,26
2015,9,JUNE,6778010,CD3D,2
2015,9,JUNE,6779346,CD3D,2
2015,9,JUNE,9120089,3D,120
2015,9,JUNE,9150482,3D,30
2015,9,JUNE,9150812,3D,336
2015,8,MAY,5175001,3P,17
2015,8,MAY,6110319,3P,16
2015,8,MAY,6140009,3D,450
2015,8,MAY,6160119,3D,360
2015,8,MAY,6160344,3D,70
2015,8,MAY,6160500,3D,1260
2015,8,MAY,6161604,3D,210
2015,8,MAY,6161605,3D,490
2015,8,MAY,6163613,3D,38
2015,8,MAY,6164453,3P,59
2015,8,MAY,6771000,CD3P,12
2015,8,MAY,6771000,CD3D,2
2015,8,MAY,6771540,CD3P,3
2015,8,MAY,6772192,CD3D,7
2015,8,MAY,6775491,CD3D,11
2015,8,MAY,6775916,CD3D,2
2015,6,MARCH,70344734,CD3L,24
2015,6,MARCH,70345824,CD3L,36
2015,6,MARCH,70348034,CD3L,71
2015,6,MARCH,70349794,CD3L,24
2015,6,MARCH,70350394,CD3L,48
2015,6,MARCH,70352194,CD3L,48
2015,6,MARCH,70352764,CD3L,12
2015,6,MARCH,70352984,CD3L,4
2015,6,MARCH,70355194,CD3L,96
2015,6,MARCH,70356094,CD3L,48
2015,6,MARCH,70356364,CD3L,132
2015,6,MARCH,70356834,CD3L,48
2015,6,MARCH,70356964,CD3L,12
2015,6,MARCH,70357332,CD3L,8
2015,6,MARCH,70440064,CD3L,12
2015,6,MARCH,70442794,CD3L,72
2015,6,MARCH,70443874,CD3L,0
2015,6,MARCH,70444394,CD3L,48
2015,6,MARCH,70445234,CD3L,36
2015,6,MARCH,70447864,CD3L,54
2015,6,MARCH,70550764,CD3L,99
2015,6,MARCH,70551254,CD3L,0
2015,6,MARCH,70552014,CD3L,102
2015,6,MARCH,70554534,CD3L,3
2015,6,MARCH,70554754,CD3L,144
2015,6,MARCH,70557434,CD3L,18
2015,6,MARCH,70557614,CD3L,132
2015,6,MARCH,70559992,CD3L,17
2015,6,MARCH,70660124,CD3L,228
2015,6,MARCH,70660574,CD3L,6
2015,6,MARCH,70663514,CD3L,84
2015,6,MARCH,70665394,CD3L,12
2015,6,MARCH,70669224,CD3L,48
2015,6,MARCH,70669314,CD3L,3
2015,6,MARCH,70669524,CD3L,24
2015,6,MARCH,70771284,CD3L,30
2015,6,MARCH,70772714,CD3L,42
2015,6,MARCH,70779924,CD3L,396
2015,6,MARCH,72722033,3L,180
2015,6,MARCH,72773124,CD3L,26
2015,6,MARCH,74740064,3L,360
2015,6,MARCH,74744896,3L,48
2015,6,MARCH,74770394,CD3L,10
2015,6,MARCH,74772544,CD3L,6
2015,6,MARCH,74772964,CD3L,18
2015,6,MARCH,74775554,CD3L,1
2015,6,MARCH,75770013,CD3L,12
2015,6,MARCH,75770554,CD3L,46
2015,6,MARCH,77774164,CD3L,2
2015,6,MARCH,79CN0055,3L,200
2015,6,MARCH,81100004,CD3L,1
2015,6,MARCH,81200004,CD3L,12
2015,2,NOVEMBER,9120096,3D,480
2015,2,NOVEMBER,9771000,CD3D,1
2015,8,MAY,6117005,3D,36
2015,8,MAY,6142013,3D,108
2015,8,MAY,6150010,3D,50
2015,8,MAY,6160331,3D,54
2015,8,MAY,6160562,3D,420
2015,8,MAY,6161616,3D,190
2015,8,MAY,6164453,3P,84
2015,8,MAY,6770399,CD3D,23
2015,8,MAY,6771000,CD3D,4
2015,8,MAY,6771000,CD3D,1
2015,8,MAY,6771000,CD3D,3
2015,8,MAY,6771000,CD3D,6
2015,8,MAY,6771000,CD3D,2
2015,8,MAY,6771000,CD3D,1
2015,8,MAY,6771000,CD3P,7
2015,8,MAY,6771002,CD3D,2
2015,8,MAY,6771648,CD3D,46
2015,8,MAY,6771676,CD3D,11
2015,8,MAY,6772213,CD3D,5
2015,8,MAY,6772224,CD3D,1
2015,8,MAY,6772649,CD3D,5
2015,8,MAY,6779324,CD3D,8
2015,8,MAY,6779439,CD3D,8
2015,8,MAY,9120004,3D,48
2015,8,MAY,9120090,3D,24
2015,8,MAY,10140032,3D,112
2015,8,MAY,70111104,3L,60
2015,8,MAY,70128494,3L,480
2015,8,MAY,70332014,CD3L,48
2015,8,MAY,70333004,CD3L,18
2015,8,MAY,70344094,CD3L,48
2015,8,MAY,70344624,CD3L,6
2015,8,MAY,70344834,CD3L,48
2015,8,MAY,70347184,CD3L,24
2015,8,MAY,70348524,CD3L,0
2015,8,MAY,70350554,CD3L,24
2015,8,MAY,70351214,CD3L,12
2015,8,MAY,70352404,CD3L,27
2015,8,MAY,70353814,CD3L,36
2015,8,MAY,70354704,CD3L,12
2015,8,MAY,70355224,CD3L,24
2015,8,MAY,70356624,CD3L,6
2015,8,MAY,70440034,CD3L,24
2015,8,MAY,70441334,CD3L,12
2015,8,MAY,70447714,CD3L,12
2015,8,MAY,70550204,CD3L,90
2015,8,MAY,70551864,CD3L,36
2015,8,MAY,70555304,CD3L,12
2015,8,MAY,70662864,CD3L,4
2015,8,MAY,70663164,CD3L,36
2015,8,MAY,71770034,CD3L,5
2015,8,MAY,74772193,CD3L,2
2015,8,MAY,75754553,3L,528
2015,8,MAY,76775004,CD3L,1
2015,8,MAY,78770854,CD3L,42
2015,8,MAY,78776143,CD3L,1
2015,8,MAY,79BL8880,3L,32
2015,8,MAY,80770506,CD3M,1
2015,8,MAY,80777901,CD3M,2
2015,8,MAY,80807362,3D,6720
2015,8,MAY,81BL2410,CD3L,0
2015,8,MAY,81NR7336,CD3L,2
2015,8,MAY,83134784,CD3L,12
2015,8,MAY,83136364,CD3L,0
2015,8,MAY,1120014,3P,34126
2015,8,MAY,1771001,CD3P,10
2015,6,MARCH,9110099,3D,96
2015,6,MARCH,9120097,3D,279
2015,6,MARCH,9150812,3D,656
2015,6,MARCH,9169052,3D,864
2015,6,MARCH,10110220,3D,48
2015,6,MARCH,10117015,3D,1152
2015,6,MARCH,70110011,3L,444
2015,6,MARCH,70113354,3L,480
2015,6,MARCH,70334404,CD3L,3
2015,6,MARCH,70337784,CD3L,12
2015,6,MARCH,70345984,CD3L,24
2015,6,MARCH,70346044,CD3L,1
2015,6,MARCH,70348890,CD3L,1
2015,6,MARCH,70349284,CD3L,24
2015,6,MARCH,70353624,CD3L,24
2015,6,MARCH,70354634,CD3L,12
2015,6,MARCH,70440256,CD3L,24
2015,6,MARCH,70445134,CD3L,12
2015,6,MARCH,70553024,CD3L,30
2015,6,MARCH,70559996,CD3L,3
2015,6,MARCH,70663514,CD3L,12
2015,6,MARCH,70665054,CD3L,12
2015,6,MARCH,70669074,CD3L,84
2015,6,MARCH,70779254,CD3L,23
2015,6,MARCH,70779896,CD3L,24
2015,6,MARCH,71712144,3L,12
2015,6,MARCH,71773114,CD3L,1
2015,6,MARCH,72772093,CD3L,2
2015,6,MARCH,74740024,3L,168
2015,2,NOVEMBER,70777914,CD3L,6
2015,2,NOVEMBER,70779144,CD3L,0
2015,2,NOVEMBER,74744133,3L,240
2015,2,NOVEMBER,74771053,CD3L,2
2015,2,NOVEMBER,75770003,CD3L,108
2015,2,NOVEMBER,75774854,CD3L,18
2015,2,NOVEMBER,77770074,CD3L,14
2015,2,NOVEMBER,78770214,CD3L,1
2015,2,NOVEMBER,78770904,CD3L,36
2015,2,NOVEMBER,78776383,CD3L,1
2015,2,NOVEMBER,79CN3016,3L,100
2015,2,NOVEMBER,79NR0365,3L,200
2015,2,NOVEMBER,80770507,CD3M,6
2015,2,NOVEMBER,81BL0110,CD3L,9
2015,2,NOVEMBER,81BL0900,CD3L,19
2015,2,NOVEMBER,81NR3366,CD3L,0
2015,2,NOVEMBER,83108774,CD3L,4
2015,2,NOVEMBER,83130294,CD3L,2
2015,2,NOVEMBER,83133336,CD3L,1
2015,2,NOVEMBER,83133994,CD3L,48
2015,2,NOVEMBER,83138774,CD3L,7
2015,2,NOVEMBER,83780036,CD3L,6
2015,2,NOVEMBER,1120014,3P,54984
2015,2,NOVEMBER,2115021,3P,13560
2015,2,NOVEMBER,2770015,CD3P,5480
2015,2,NOVEMBER,2770024,CD3P,2020
2015,2,NOVEMBER,4120029,3P,294
2015,2,NOVEMBER,4128107,3P,300
2015,2,NOVEMBER,7771000,CD3P,342
2015,2,NOVEMBER,7771000,CD3P,1140
2015,8,MAY,9150028,3D,10
2015,8,MAY,9150149,3D,169
2015,8,MAY,9150159,3D,81
2015,2,NOVEMBER,70111314,3L,240
2015,2,NOVEMBER,70120234,3L,0
2015,2,NOVEMBER,70330014,CD3L,0
2015,2,NOVEMBER,70342274,CD3L,36
2015,2,NOVEMBER,70342594,CD3L,12
2015,2,NOVEMBER,70343234,CD3L,12
2015,2,NOVEMBER,70350016,CD3L,6
2015,2,NOVEMBER,70350584,CD3L,6
2015,2,NOVEMBER,70351254,CD3L,6
2015,2,NOVEMBER,70352624,CD3L,12
2015,2,NOVEMBER,70443374,CD3L,0
2015,2,NOVEMBER,70448194,CD3L,24
2015,2,NOVEMBER,70661184,CD3L,12
2015,2,NOVEMBER,74770333,CD3L,18
2015,2,NOVEMBER,74770474,CD3L,61
2015,2,NOVEMBER,74770782,CD3L,12
2015,2,NOVEMBER,74771194,CD3L,1
2015,2,NOVEMBER,74771724,CD3L,1
2015,2,NOVEMBER,74772113,CD3L,2
2015,2,NOVEMBER,74772754,CD3L,0
2015,2,NOVEMBER,78770243,CD3L,2
2015,2,NOVEMBER,78771254,CD3L,24
2015,2,NOVEMBER,78776353,CD3L,13
2015,2,NOVEMBER,79BL7150,3L,288
2015,2,NOVEMBER,79NR0646,3L,100
2015,2,NOVEMBER,79NR7787,3L,0
2015,2,NOVEMBER,80807365,3D,9504
2015,2,NOVEMBER,81BL2170,CD3L,1
2015,2,NOVEMBER,81NR1926,CD3L,2
2015,2,NOVEMBER,81NR3156,CD3L,0
2015,2,NOVEMBER,83108904,CD3L,3
2015,2,NOVEMBER,83137644,CD3L,24
2015,2,NOVEMBER,2127000,3P,3188
2015,1,OCTOBER,70340007,CD3L,24
2015,1,OCTOBER,70343804,CD3L,60
2015,1,OCTOBER,70352303,CD3L,7
2015,1,OCTOBER,70440704,CD3L,0
2015,1,OCTOBER,70554754,CD3L,12
2015,1,OCTOBER,70667494,CD3L,3
2015,1,OCTOBER,70669294,CD3L,6
2015,1,OCTOBER,74740234,3L,0
2015,1,OCTOBER,74771863,CD3L,144
2015,1,OCTOBER,74771884,CD3L,1
2015,1,OCTOBER,75754743,3L,2400
2015,1,OCTOBER,77775604,CD3L,1
2015,1,OCTOBER,79BL0950,3L,56
2015,1,OCTOBER,79NR7996,3L,60
2015,1,OCTOBER,81BL1460,CD3L,2
2015,1,OCTOBER,81BL2060,CD3L,2
2015,1,OCTOBER,81NR0025,CD3L,1
2015,1,OCTOBER,81NR0154,CD3L,2
2015,1,OCTOBER,81NR0556,CD3L,31
2015,1,OCTOBER,81NR9556,CD3L,3
2015,1,OCTOBER,83108954,CD3L,3
2015,1,OCTOBER,1120056,3P,5752
2015,1,OCTOBER,2115018,3P,82876
2015,1,OCTOBER,2771000,CD3P,100
2015,1,OCTOBER,2771001,CD3P,40
2015,1,OCTOBER,2771001,CD3P,5
2015,1,OCTOBER,2771001,CD3P,40
2015,1,OCTOBER,3771002,CD3P,1
2015,1,OCTOBER,4120019,3P,520
2015,1,OCTOBER,4125050,3P,1405
2015,2,NOVEMBER,10772012,CD3D,2
2015,2,NOVEMBER,70128494,3L,672
2015,2,NOVEMBER,70338864,CD3L,12
2015,2,NOVEMBER,70339304,CD3L,12
2015,2,NOVEMBER,70343194,CD3L,24
2015,2,NOVEMBER,70343284,CD3L,60
2015,2,NOVEMBER,70344514,CD3L,24
2015,2,NOVEMBER,70346124,CD3L,48
2015,2,NOVEMBER,70347414,CD3L,12
2015,2,NOVEMBER,70352304,CD3L,114
2015,2,NOVEMBER,70352404,CD3L,100
2015,2,NOVEMBER,70353194,CD3L,0
2015,2,NOVEMBER,70440076,CD3L,12
2015,2,NOVEMBER,70440266,CD3L,84
2015,2,NOVEMBER,70446154,CD3L,6
2015,2,NOVEMBER,70447034,CD3L,24
2015,2,NOVEMBER,70556074,CD3L,24
2015,2,NOVEMBER,70559995,CD3L,0
2015,2,NOVEMBER,70660114,CD3L,36
2015,2,NOVEMBER,70662674,CD3L,0
2015,2,NOVEMBER,70667724,CD3L,6
2015,2,NOVEMBER,70775344,CD3L,12
2015,2,NOVEMBER,70777934,CD3L,12
2015,2,NOVEMBER,71710033,3L,672
2015,2,NOVEMBER,74740264,3L,180
2015,2,NOVEMBER,74770533,CD3L,48
2015,2,NOVEMBER,74770754,CD3L,1
2015,2,NOVEMBER,74775294,CD3L,1
2015,2,NOVEMBER,75770023,CD3L,12
2015,2,NOVEMBER,76775614,CD3L,1
2015,2,NOVEMBER,77775564,CD3L,1
2015,2,NOVEMBER,78770044,CD3L,12
2015,2,NOVEMBER,78786123,3L,672
2015,2,NOVEMBER,79BL1080,3L,100
2015,2,NOVEMBER,80770101,CD3M,15
2015,2,NOVEMBER,81BL1050,CD3L,4
2015,2,NOVEMBER,81BL1610,CD3L,4
2015,2,NOVEMBER,81NR0823,CD3L,1
2015,2,NOVEMBER,81NR7316,CD3L,1
2015,2,NOVEMBER,81NR7776,CD3L,14
2015,2,NOVEMBER,83108804,CD3L,2
2015,2,NOVEMBER,1771000,CD3P,200
2015,8,MAY,9150832,3D,189
2015,8,MAY,10110026,3D,960
2015,8,MAY,10770023,CD3D,3
2015,8,MAY,70110017,3L,240
2015,8,MAY,70113354,3L,180
2015,8,MAY,70114044,3L,696
2015,8,MAY,70332734,CD3L,0
2015,8,MAY,70341914,CD3L,38
2015,8,MAY,70342204,CD3L,12
2015,8,MAY,70342364,CD3L,120
2015,8,MAY,70345164,CD3L,12
2015,8,MAY,70345314,CD3L,516
2015,8,MAY,70345324,CD3L,6
2015,8,MAY,70346454,CD3L,48
2015,8,MAY,70351464,CD3L,12
2015,8,MAY,70352306,CD3L,17
2015,8,MAY,70352894,CD3L,24
2015,8,MAY,70353224,CD3L,12
2015,8,MAY,70353864,CD3L,0
2015,8,MAY,70354444,CD3L,168
2015,8,MAY,70354574,CD3L,12
2015,8,MAY,70354584,CD3L,24
2015,8,MAY,70356240,CD3L,2
2015,8,MAY,70356724,CD3L,24
2015,8,MAY,70440994,CD3L,3
2015,8,MAY,70445134,CD3L,12
2015,8,MAY,70445904,CD3L,48
2015,8,MAY,70448554,CD3L,3
2015,8,MAY,70552214,CD3L,12
2015,8,MAY,70552744,CD3L,0
2015,8,MAY,70556864,CD3L,0
2015,8,MAY,70559404,CD3L,0
2015,8,MAY,70663314,CD3L,6
2015,8,MAY,70668114,CD3L,60
2015,8,MAY,70771514,CD3L,6
2015,8,MAY,70772674,CD3L,36
2015,8,MAY,70774534,CD3L,9
2015,8,MAY,70775312,CD3L,12
2015,8,MAY,73736033,3L,120
2015,8,MAY,74745234,3L,1524
2015,8,MAY,74745426,3L,360
2015,8,MAY,74770503,CD3L,83
2015,2,NOVEMBER,5110007,3P,2029
2015,2,NOVEMBER,5170003,3P,315
2015,2,NOVEMBER,5174000,3P,1125
2015,2,NOVEMBER,5178006,3D,248
2015,2,NOVEMBER,6130002,3D,168
2015,2,NOVEMBER,6130018,3D,176
2015,2,NOVEMBER,6140020,3D,120
2015,2,NOVEMBER,6140132,3D,100
2015,2,NOVEMBER,6150083,3D,805
2015,2,NOVEMBER,6160300,3D,30
2015,2,NOVEMBER,6161054,3D,768
2015,2,NOVEMBER,6162510,3P,132
2015,2,NOVEMBER,6163610,3D,290
2015,2,NOVEMBER,6164455,3D,336
2015,2,NOVEMBER,6169935,3D,500
2015,2,NOVEMBER,6182008,3P,192
2015,2,NOVEMBER,6770025,CD3D,12
2015,2,NOVEMBER,6770481,CD3D,4
2015,2,NOVEMBER,6771000,CD3D,1
2015,2,NOVEMBER,6771000,CD3D,8
2015,2,NOVEMBER,6771000,CD3P,24
2015,2,NOVEMBER,6771000,CD3P,500
2015,2,NOVEMBER,6771000,CD3D,1
2015,2,NOVEMBER,6771000,CD3D,6
2015,2,NOVEMBER,6771000,CD3D,1
2015,2,NOVEMBER,6771002,CD3D,4
2015,2,NOVEMBER,6771002,CD3P,0
2015,2,NOVEMBER,6771002,CD3D,6
2015,2,NOVEMBER,6771002,CD3D,1
2015,8,MAY,9110121,3D,180
2015,8,MAY,9120026,3D,30
2015,8,MAY,9150813,3D,108
2015,8,MAY,9771002,CD3D,1
2015,8,MAY,10772008,CD3D,18
2015,8,MAY,70117504,3L,684
2015,8,MAY,70332394,CD3L,31
2015,8,MAY,70334524,CD3L,48
2015,8,MAY,70338444,CD3L,0
2015,8,MAY,70343306,CD3L,16
2015,8,MAY,70348884,CD3L,12
2015,8,MAY,70350384,CD3L,12
2015,8,MAY,70350704,CD3L,156
2015,8,MAY,70351044,CD3L,36
2015,8,MAY,70352074,CD3L,6
2015,8,MAY,70354974,CD3L,12
2015,8,MAY,70357207,CD3L,0
2015,8,MAY,70440414,CD3L,12
2015,8,MAY,70448654,CD3L,12
2015,8,MAY,70448932,CD3L,12
2015,8,MAY,70551794,CD3L,84
2015,8,MAY,70661244,CD3L,24
2015,8,MAY,70662434,CD3L,18
2015,8,MAY,70667694,CD3L,24
2015,8,MAY,74772884,CD3L,1
2015,6,MARCH,81BL0380,CD3L,94
2015,6,MARCH,83108674,CD3L,6
2015,6,MARCH,83108794,CD3L,3
2015,6,MARCH,83108854,CD3L,1
2015,6,MARCH,83133324,CD3L,1
2015,6,MARCH,83135946,CD3L,6
2015,8,MAY,2770010,CD3P,2200
2015,8,MAY,3771000,CD3P,68
2015,8,MAY,4127051,3P,480
2015,8,MAY,4771000,CD3P,1
2015,8,MAY,4771000,CD3P,1
2015,8,MAY,4771003,CD3P,2
2015,8,MAY,4771003,CD3P,1
2015,8,MAY,5110039,3P,256
2015,8,MAY,5175000,3P,6
2015,8,MAY,70111954,3L,60
2015,8,MAY,70116694,3L,180
2015,8,MAY,70122304,3L,180
2015,8,MAY,70129524,3L,720
2015,8,MAY,70338364,CD3L,24
2015,8,MAY,70344494,CD3L,12
2015,8,MAY,70345064,CD3L,24
2015,8,MAY,70349794,CD3L,24
2015,8,MAY,70350654,CD3L,0
2015,8,MAY,70352174,CD3L,3
2015,8,MAY,70352584,CD3L,12
2015,8,MAY,70352603,CD3L,17
2015,8,MAY,70354164,CD3L,12
2015,8,MAY,70354304,CD3L,6
2015,8,MAY,70356204,CD3L,12
2015,8,MAY,70357224,CD3L,36
2015,8,MAY,70357764,CD3L,6
2015,8,MAY,70440226,CD3L,12
2015,8,MAY,70444394,CD3L,36
2015,8,MAY,70448834,CD3L,12
2015,8,MAY,70448964,CD3L,12
2015,8,MAY,70449854,CD3L,12
2015,8,MAY,70556504,CD3L,12
2015,8,MAY,70557594,CD3L,108
2015,8,MAY,70559998,CD3L,0
2015,8,MAY,70662254,CD3L,84
2015,8,MAY,70662434,CD3L,36
2015,8,MAY,70668544,CD3L,84
2015,8,MAY,70669734,CD3L,36
2015,8,MAY,70774624,CD3L,12
2015,8,MAY,70775074,CD3L,24
2015,8,MAY,70777184,CD3L,48
2015,8,MAY,70777834,CD3L,18
2015,8,MAY,73770073,CD3L,2
2015,8,MAY,74773064,CD3L,48
2015,8,MAY,77771054,CD3L,1
2015,8,MAY,78775843,CD3L,7
2015,8,MAY,79CN0086,3L,10
2015,8,MAY,79CN2045,3L,50
2015,8,MAY,79NR0386,3L,299
2015,6,MARCH,6164455,3D,576
2015,6,MARCH,6166102,3D,144
2015,6,MARCH,6770425,CD3D,506
2015,6,MARCH,6770740,CD3D,3
2015,6,MARCH,6771000,CD3D,2
2015,6,MARCH,6771000,CD3P,2
2015,6,MARCH,6771000,CD3P,3
2015,6,MARCH,6771000,CD3P,10
2015,6,MARCH,6771000,CD3P,50
2015,6,MARCH,6771000,CD3D,2
2015,6,MARCH,6771000,CD3P,2
2015,6,MARCH,6771000,CD3D,48
2015,6,MARCH,6771002,CD3D,26
2015,6,MARCH,6771002,CD3P,1
2015,6,MARCH,6771521,CD3D,1
2015,6,MARCH,6771553,CD3P,68
2015,6,MARCH,6771678,CD3D,31
2015,6,MARCH,6775734,CD3D,2
2015,6,MARCH,6776458,CD3D,1
2015,6,MARCH,6776881,CD3D,3
2015,6,MARCH,6777778,CD3D,1288
2015,6,MARCH,6779060,CD3D,5
2015,6,MARCH,6779954,CD3D,1
2015,5,FEBRUARY,4110001,3P,648
2015,5,FEBRUARY,4116008,3P,384
2015,5,FEBRUARY,4120016,3P,240
2015,5,FEBRUARY,4125006,3P,60
2015,5,FEBRUARY,4126021,3P,215
2015,5,FEBRUARY,4771000,CD3P,2
2015,5,FEBRUARY,4771000,CD3P,1
2015,5,FEBRUARY,4771003,CD3P,1
2015,5,FEBRUARY,4771003,CD3P,1
2015,5,FEBRUARY,5130058,3P,66
2015,5,FEBRUARY,5130060,3P,323
2015,5,FEBRUARY,5178006,3D,248
2015,5,FEBRUARY,6110098,3D,36
2015,5,FEBRUARY,6140035,3D,180
2015,5,FEBRUARY,6140131,3D,220
2015,5,FEBRUARY,6148030,3D,24
2015,5,FEBRUARY,6150066,3D,60
2015,5,FEBRUARY,6159178,3D,300
2015,5,FEBRUARY,6160307,3D,336
2015,5,FEBRUARY,6160456,3D,24
2015,5,FEBRUARY,6168200,3D,420
2015,6,MARCH,74744113,3L,60
2015,6,MARCH,74772913,CD3L,192
2015,6,MARCH,76771523,CD3L,1
2015,6,MARCH,77770074,CD3L,27
2015,6,MARCH,77776164,CD3L,5
2015,6,MARCH,78770214,CD3L,1
2015,6,MARCH,78771004,CD3L,12
2015,6,MARCH,78786104,3L,2400
2015,6,MARCH,79CN0175,3L,75
2015,6,MARCH,79NR0456,3L,50
2015,6,MARCH,81BL0360,CD3L,1
2015,6,MARCH,81BL0900,CD3L,13
2015,6,MARCH,81BL1690,CD3L,8
2015,6,MARCH,81BL1800,CD3L,16
2015,6,MARCH,81NR0056,CD3L,15
2015,6,MARCH,81NR1776,CD3L,2
2015,6,MARCH,81NR2476,CD3L,2
2015,6,MARCH,81NR2616,CD3L,1
2015,6,MARCH,81NR2795,CD3L,3
2015,6,MARCH,81NR3166,CD3L,4
2015,6,MARCH,81NR3566,CD3L,4
2015,6,MARCH,83108594,CD3L,1
2015,6,MARCH,83108614,CD3L,1
2015,6,MARCH,83109444,CD3L,1
2015,6,MARCH,83133336,CD3L,2
2015,6,MARCH,83135604,CD3L,5
2015,6,MARCH,83135734,CD3L,6
2015,6,MARCH,83135946,CD3L,0
2015,6,MARCH,83745304,CD3L,3
2015,6,MARCH,2770106,CD3P,2
2015,6,MARCH,3771002,CD3P,20
2015,6,MARCH,4120016,3P,576
2015,6,MARCH,4125050,3P,1715
2015,6,MARCH,4771000,CD3P,0
2015,10,JULY,4120019,3P,40
2015,10,JULY,4771002,CD3P,7
2015,10,JULY,4772845,CD3P,3
2015,10,JULY,5110035,3P,36
2015,10,JULY,6140048,3D,50
2015,10,JULY,6160464,3D,56
2015,10,JULY,6772194,CD3D,17
2015,10,JULY,6776623,CD3D,1
2015,8,MAY,9163031,3D,150
2015,8,MAY,9169007,3D,1170
2015,8,MAY,9771000,CD3D,2
2015,8,MAY,9772069,CD3D,2
2015,5,FEBRUARY,7770251,CD3D,30
2015,5,FEBRUARY,9160042,3D,105
2015,5,FEBRUARY,9169054,3D,1176
2015,5,FEBRUARY,9771000,CD3D,30
2015,5,FEBRUARY,9772028,CD3D,11
2015,5,FEBRUARY,10140002,3D,78
2015,5,FEBRUARY,70110034,3L,420
2015,5,FEBRUARY,70111934,3L,60
2015,5,FEBRUARY,70118174,3L,144
2015,5,FEBRUARY,70332934,CD3L,252
2015,5,FEBRUARY,70340072,CD3L,2
2015,5,FEBRUARY,70341094,CD3L,2
2015,5,FEBRUARY,70341954,CD3L,12
2015,5,FEBRUARY,70342134,CD3L,36
2015,5,FEBRUARY,70342394,CD3L,0
2015,5,FEBRUARY,70344144,CD3L,2
2015,5,FEBRUARY,70347904,CD3L,12
2015,5,FEBRUARY,70350704,CD3L,96
2015,5,FEBRUARY,70351554,CD3L,48
2015,5,FEBRUARY,70352284,CD3L,24
2015,5,FEBRUARY,70353874,CD3L,12
2015,5,FEBRUARY,70353934,CD3L,12
2015,5,FEBRUARY,70354704,CD3L,48
2015,5,FEBRUARY,70354934,CD3L,12
2015,5,FEBRUARY,70440204,CD3L,1
2015,5,FEBRUARY,70440236,CD3L,48
2015,5,FEBRUARY,70444144,CD3L,108
2015,5,FEBRUARY,70446034,CD3L,6
2015,5,FEBRUARY,70449044,CD3L,72
2015,5,FEBRUARY,6771704,CD3D,4
2015,5,FEBRUARY,6775390,CD3P,2
2015,5,FEBRUARY,6776923,CD3D,8
2015,5,FEBRUARY,6778542,CD3D,2
2015,5,FEBRUARY,6778623,CD3D,2
2015,5,FEBRUARY,6778631,CD3D,8
2015,5,FEBRUARY,6778713,CD3D,11
2015,2,NOVEMBER,3771002,CD3P,2
2015,2,NOVEMBER,4120019,3P,636
2015,2,NOVEMBER,4770003,CD3P,11
2015,2,NOVEMBER,4771000,CD3P,2
2015,2,NOVEMBER,4771000,CD3P,1
2015,2,NOVEMBER,4771000,CD3P,1
2015,2,NOVEMBER,4771000,CD3P,2
2015,2,NOVEMBER,4771000,CD3P,2
2015,2,NOVEMBER,4771000,CD3P,1
2015,2,NOVEMBER,4771000,CD3P,4
2015,2,NOVEMBER,4771003,CD3P,5
2015,2,NOVEMBER,4771003,CD3P,4
2015,2,NOVEMBER,4771003,CD3P,1
2015,2,NOVEMBER,4772847,CD3P,1
2015,2,NOVEMBER,5170001,3P,1584
2015,2,NOVEMBER,5173056,3P,280
2015,2,NOVEMBER,5771000,CD3P,6
2015,8,MAY,3771002,CD3P,29
2015,8,MAY,4116010,3P,1248
2015,8,MAY,4125065,3P,1092
2015,8,MAY,4771000,CD3P,3
2015,8,MAY,4771000,CD3P,2
2015,8,MAY,4771000,CD3P,1
2015,8,MAY,4771000,CD3P,0
2015,8,MAY,4771002,CD3P,2
2015,8,MAY,4771003,CD3P,1
2015,8,MAY,4772822,CD3P,3
2015,8,MAY,5171001,3P,2300
2015,8,MAY,80777367,CD3M,5
2015,8,MAY,80807588,3D,288
2015,8,MAY,81200004,CD3L,2
2015,8,MAY,81BL0410,CD3L,2
2015,8,MAY,81BL2100,CD3L,1
2015,8,MAY,81BL2440,CD3L,4
2015,8,MAY,81CN0206,CD3L,1
2015,8,MAY,81NR2056,CD3L,2
2015,8,MAY,81NR4386,CD3L,8
2015,8,MAY,83109734,CD3L,3
2015,8,MAY,83134324,CD3L,4
2015,8,MAY,83139604,CD3L,1
2015,8,MAY,83745324,CD3L,5
2015,2,NOVEMBER,1110064,3P,352
2015,2,NOVEMBER,1127012,3P,50
2015,2,NOVEMBER,4110007,3P,37
2015,2,NOVEMBER,4120005,3P,70
2015,2,NOVEMBER,4126021,3P,75
